node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
PC-SU;Tiger_lake_8c;2;18;x86_64;TIGER_LAKE;11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz;12288 KB;4;0;0;NA;NA;always;Linux 5.15.146.1-microsoft-standard-WSL2 #1 SMP Thu Jan 11 04:09:03 UTC 2024;157694;
